State	Organization	URL	LH_Perf	LH_A11y	LH_BP	LH_SEO	axe_violations	AuditStatus	Facebook	Instagram	YouTube	LinkedIn
Montana	Montana Land Reliance	https://mtlandreliance.org	54.0	76.0	75.0	85.0	9	OK	https://www.facebook.com/themontanalandreliance	https://instagram.com/MTlandreliance		
Montana	Prickly Pear Land Trust	https://pricklypearlt.org	55.0	95.0	82.0	100.0	2	OK	https://www.facebook.com/PricklyPearLandTrust/	https://www.instagram.com/pricklypearlandtrust/%20	https://www.youtube.com/@pricklypearlandtrust	
Montana	Vital Ground Foundation	https://www.vitalground.org	44.0	89.0	100.0	92.0	5	OK	https://www.facebook.com/vitalground	https://www.instagram.com/vital_ground/	https://www.youtube.com/user/ForTheGrizzly	
Nebraska	Nebraska Land Trust	https://nebraskalandtrust.org					ERR	ManualReview				
Nevada	Nevada Land Trust	https://nevadalandtrust.org	37.0	89.0	100.0	85.0	4	OK				
New Hampshire	Ammonoosuc Conservation Trust	https://www.aconservationtrust.org					ERR	ManualReview				
New Hampshire	Ausbon Sargent Land Preservation Trust	https://www.ausbonsargent.org	81.0	95.0	96.0	92.0	4	OK				
New Hampshire	Bear-Paw Regional Greenways	https://bear-paw.org	56.0	92.0	100.0	92.0	3	OK				
New Hampshire	Five Rivers Conservation Trust	https://5rct.org	61.0	73.0	100.0	85.0	6	OK	https://www.facebook.com/FiveRiversNH/	https://www.instagram.com/five.rivers.nh/		
New Hampshire	Lakes Region Conservation Trust	https://lrct.org	56.0	89.0	100.0	92.0	10	OK	https://www.facebook.com/lakesregionconservationtrust/	https://www.instagram.com/lakesregionconservationtrust/	https://www.youtube.com/channel/UCYCLUchIJd3KklSQwUtfZbw	
New Hampshire	Monadnock Conservancy	https://www.monadnockconservancy.org	71.0	100.0	96.0	92.0	5	OK	https://www.facebook.com/MonadnockConservancy	https://www.instagram.com/MonadnockConservancy/	https://www.youtube.com/user/MonadnockConservancy	
New Hampshire	Piscataquog Land Conservancy	https://plcnh.org	90.0	86.0	79.0	92.0	6	OK	https://www.facebook.com/PLCNH	https://www.instagram.com/piscataquoglandconservancy/		
New Hampshire	Society for the Protection of New Hampshire Forests	https://forestsociety.org	64.0	95.0	96.0	85.0	3	OK				
New Hampshire	Southeast Land Trust of New Hampshire	https://seltnh.org	79.0	90.0	96.0	100.0	4	OK			https://www.youtube.com/user/SoutheastLandTrust/videos	
New Hampshire	Squam Lakes Conservation Society	https://www.slcs.org					ERR	OK				
New Hampshire	Upper Saco Valley Land Trust	https://www.usvlt.org	72.0	73.0	96.0	91.0	7	OK	https://www.facebook.com/USVLT/			
New Hampshire	Upper Valley Land Trust	https://uvlt.org	56.0	90.0	100.0	69.0	5	OK	https://www.facebook.com/UpperValleyLandTrust	https://scontent-dfw5-2.cdninstagram.com/v/t51.82787-15/540536185_18235084480289223_28287930818493045_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=1-7&_nc_sid=18de74&_nc_ohc=zXaixBNBNboQ7kNvwHOhZLG&_nc_oc=AdmbUDM1Dl81AWS6LAfZpUaBWBVAAWuOGJIuHgXCg5fPAOFDSL0xtPZvzEEtwtTj9w4&_nc_zt=23&_nc_ht=scontent-dfw5-2.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=gAF-actI7nt4nV4UiqSqcg&oh=00_AfYn3-RFKahAQ0iboby5ISlVo_OmpnrEz1YFp97Kj-wFZA&oe=68C62A55	https://www.youtube.com/channel/UCAa9025AfUOYAaqrGmVk9nQ	
New Jersey	D&R Greenway Land Trust	https://drgreenway.org	55.0	77.0	96.0	77.0	12	OK	https://www.facebook.com/DRGreenwayLandTrust/	https://www.instagram.com/dr_greenway/	https://www.youtube.com/user/Preservation2011	https://www.linkedin.com/company/d-r-greenway-land-trust-inc-2020/%20
New Jersey	Friends of Hopewell Valley Open Space	https://www.fohvos.org	56.0	79.0	79.0	85.0	7	OK				
New Jersey	Great Swamp Watershed Association	https://www.greatswamp.org	55.0	83.0	96.0	92.0	7	OK	https://www.facebook.com/GreatSwamp	https://www.instagram.com/greatswampnj	https://www.youtube.com/@greatswampwatershedassociation	https://www.linkedin.com/company/great-swamp-watershed-association
New Jersey	Harding Land Trust	https://hardinglandtrust.org	60.0	89.0	96.0	100.0	6	OK	https://www.facebook.com/Harding-Land-Trust-551505491679538/	https://www.instagram.com/hardinglandtrust		
New Jersey	Hunterdon Land Trust	https://hunterdonlandtrust.org	31.0	81.0	96.0	85.0	8	OK				
New Jersey	Monmouth Conservation Foundation	https://www.monmouthconservation.org	38.0	80.0	96.0	85.0	7	OK	http://www.facebook.com/MonmouthConservationFoundation	http://instagram.com/monmouthconservationfoundation/		https://www.linkedin.com/company/monmouth-conservation-foundation
New Jersey	New Jersey Conservation Foundation	https://www.njconservation.org	60.0	71.0	100.0	77.0	8	OK	https://www.facebook.com/NJConservation/	https://www.instagram.com/njconservation/	https://www.youtube.com/watch?v=swcC1P9RlEA	
New Jersey	Raritan Headwaters Association	https://www.raritanheadwaters.org	62.0	67.0	96.0	85.0	7	OK	https://www.facebook.com/raritanheadwaters	https://www.instagram.com/raritanheadwaters/	https://www.youtube.com/channel/UCfbB6hrUhyNqwviVX6ebnAg	https://www.linkedin.com/company/raritan-headwaters-association/
New Jersey	Ridge and Valley Conservancy	https://ridgeandvalleyconservancy.org	52.0	92.0	96.0	100.0	4	OK				
New Jersey	South Jersey Land and Water Trust	https://sjlandwater.org	67.0	100.0	96.0	83.0	1	OK				
New Jersey	The Land Conservancy of New Jersey	https://tlc-nj.org	54.0	92.0	100.0	100.0	5	OK				
New Mexico	New Mexico Land Conservancy	https://nmlandconservancy.org	55.0	89.0	75.0	77.0	4	OK	https://www.facebook.com/NMlandconservancy/	https://www.instagram.com/nmlandconservancy/	https://www.youtube.com/watch?v=Ggfvh0bSc04	
New Mexico	Rio Grande Agricultural Land Trust	https://rgalt.org	63.0	70.0	96.0	85.0	8	OK	https://www.facebook.com/rgaltnm	https://www.instagram.com/rgaltnm/		
New Mexico	Santa Fe Conservation Trust	https://sfct.org	58.0	58.0	96.0	77.0	7	OK	https://www.facebook.com/SantaFeConservationTrust/	https://www.instagram.com/santafeconservationtrust/		
New Mexico	Taos Land Trust	https://taoslandtrust.org	63.0	88.0	96.0	77.0	6	OK	https://www.facebook.com/TaosLandTrust/timeline/	https://www.instagram.com/taoslandtrust/	https://www.youtube.com/channel/UCpWuhv9Hf28lKSQ6MlhKyRw?view_as=subscriber	
New York	Adirondack Land Trust	https://adirondacklandtrust.org	64.0	93.0	100.0	92.0	5	OK	https://www.facebook.com/adklandtrust	https://www.instagram.com/adirondacklandtrust/		
New York	Agricultural Stewardship Association	https://www.agstewardship.org	60.0	81.0	100.0	92.0	6	OK	https://www.facebook.com/Agstewardship/	https://www.instagram.com/AgStewardshipAssociation/	https://www.youtube.com/channel/UCtT3P5UOumMEQdOztTLCxtw	
New York	Catskill Center for Conservation and Development	https://catskillcenter.org	37.0	89.0	96.0	100.0	5	OK	https://www.facebook.com/CatskillCenter	http://instagram.com/catskillcenter		http://www.linkedin.com/organization/10337128
New York	Cazenovia Preservation Foundation	https://www.cazpreservation.org	50.0	96.0	100.0	85.0	1	OK	https://www.facebook.com/CazPreservation	https://www.instagram.com/cazpreservation/	https://www.youtube.com/@cpfstaff9877	
New York	Champlain Area Trails	https://champlainareatrails.com	60.0	86.0	96.0	75.0	9	OK	https://www.facebook.com/champlainareatrails	https://www.instagram.com/champlainareatrails/?hl=en		https://www.linkedin.com/company/champlain-area-trails-inc/
New York	Columbia Land Conservancy	https://clctrust.org	64.0	95.0	100.0	92.0	2	OK				
New York	Dutchess Land Conservancy	https://dutchessland.org	61.0	85.0	79.0	83.0	5	OK				
New York	Finger Lakes Land Trust	https://www.fllt.org	60.0	66.0	82.0	85.0	7	OK	https://www.facebook.com/FingerLakesLandTrust	https://www.instagram.com/fingerlakeslandtrust/		
New York	Genesee Land Trust	https://www.geneseelandtrust.org	45.0	91.0	100.0	92.0	3	OK	https://www.facebook.com/geneseelandtrust/	https://www.instagram.com/geneseelandtrust/	https://www.youtube.com/channel/UC4y5bcp786KZ_p5FrcREbMA	
New York	Genesee Valley Conservancy	https://www.geneseevalleyconservancy.org	46.0	96.0	100.0	100.0	1	OK	https://www.facebook.com/GeneseeValleyConservancy	https://www.instagram.com/geneseevalleyconservancy/		
New York	Hudson Highlands Land Trust	https://www.hhlt.org	50.0	79.0	100.0	92.0	4	OK				
New York	Lake George Land Conservancy	https://lglc.org	55.0	96.0	96.0	85.0	2	OK	https://www.facebook.com/HikeLakeGeorge	https://www.instagram.com/hikelakegeorge/	https://www.youtube.com/user/LGLandConservancy	
New York	Mohonk Preserve	https://www.mohonkpreserve.org	40.0	83.0	100.0	100.0	4	OK	https://www.facebook.com/mohonk.preserve/	https://www.instagram.com/mohonkpreserve	http://youtube.com/mohonkpreserve	
New York	North Shore Land Alliance	https://northshorelandalliance.org	7.0	75.0	93.0	85.0	10	OK	https://www.facebook.com/NorthShoreLandAlliance/	https://www.instagram.com/northshorelandalliance/		
New York	Open Space Institute	https://www.openspaceinstitute.org	58.0	95.0	79.0	100.0	4	OK	https://facebook.com/openspaceinst	https://www.instagram.com/openspaceinstitute/		https://www.linkedin.com/company/open-space-institute/
New York	Orange County Land Trust	https://www.oclt.org	71.0	94.0	100.0	92.0	2	OK	https://www.facebook.com/OrangeCountyLandTrust/	https://www.instagram.com/orangecountylandtrust/	https://www.youtube.com/channel/UCJ8AOmvAisYUaZGiuTWwdNA/featured	
New York	Otsego Land Trust	https://otsegolandtrust.org	51.0	90.0	100.0	100.0	5	OK	https://www.facebook.com/OtsegoLandTrust	https://www.instagram.com/otsegolandtrust/		
New York	Peconic Land Trust	https://peconiclandtrust.org	65.0	85.0	100.0	100.0	5	OK				
New York	Putnam County Land Trust	https://putnamlandtrust.org					ERR	ManualReview				
New York	Rensselaer Land Trust	https://www.renstrust.org	69.0	93.0	79.0	92.0	5	OK				
New York	Rensselaer Plateau Alliance	https://rensselaerplateau.org	81.0	90.0	100.0	100.0	6	OK				
New York	Saratoga PLAN	https://www.saratogaplan.org	58.0	71.0	100.0	77.0	7	OK				
New York	Scenic Hudson	https://www.scenichudson.org	27.0	93.0	96.0	92.0	10	OK	https://www.facebook.com/ScenicHudson	https://www.instagram.com/scenichudson	https://www.youtube.com/user/scenichudson	https://www.linkedin.com/company/scenic-hudson-inc/
New York	Thousand Islands Land Trust	https://tilandtrust.org	54.0	96.0	64.0	100.0	1	OK				
New York	Tug Hill Tomorrow Land Trust	https://tughilltomorrowlandtrust.org	59.0	84.0	100.0	85.0	3	OK	http://www.facebook.com/pages/Tug-Hill-Tomorrow-Land-Trust/300904995612/	https://www.instagram.com/tughillnature/	https://www.youtube.com/channel/UCPPlwJHXBUyBF53KToGLbgA	
New York	Wallkill Valley Land Trust	https://wallkillvalleylt.org	55.0	92.0	96.0	85.0	3	OK	https://www.facebook.com/Wallkill.Valley.Land.Trust	https://www.instagram.com/wallkillvalleylandtrust/		
New York	Westchester Land Trust	https://westchesterlandtrust.org	31.0	68.0	79.0	69.0	8	OK	https://www.facebook.com/WestchesterLandTrust/	https://www.instagram.com/westchesterlandtrust		https://www.linkedin.com/company/westchester-land-trust
New York	Western New York Land Conservancy	https://wnylc.org	71.0	95.0	100.0	92.0	2	OK				
New York	Winnakee Land Trust	https://winnakeeland.org	81.0	91.0	96.0	85.0	4	OK				
New York	Woodstock Land Conservancy	https://woodstocklandconservancy.org	62.0	92.0	71.0	100.0	4	OK				
North Carolina	Blue Ridge Conservancy	https://blueridgeconservancy.org	14.0	94.0	96.0	85.0	6	OK	https://www.facebook.com/brconservancy/	https://www.instagram.com/brconservancy/	https://www.youtube.com/channel/UCEgs4Pw1M0NFXzTDb2QrBvw?view_as=subscriber	
North Carolina	Catawba Lands Conservancy	https://catawbalands.org	56.0	73.0	93.0	77.0	8	OK	https://www.facebook.com/CatawbaLands/	https://www.instagram.com/catawbalands/	https://www.youtube.com/channel/UCzvHhYlHvPWiX6arhKcyiDw	
North Carolina	Conservation Trust for North Carolina	https://ctnc.org	57.0	85.0	100.0	92.0	5	OK	https://www.facebook.com/ct4nc	https://www.instagram.com/conservationtrust4nc/		https://www.linkedin.com/company/conservation-trust-for-north-carolina/
North Carolina	Conserving Carolina	https://conservingcarolina.org	70.0	82.0	96.0	92.0	7	OK	https://www.facebook.com/conservingcarolina/	https://www.instagram.com/conservingcarolina/	https://www.youtube.com/channel/UC7inuOKRMb50qnGadY0hy3w	
North Carolina	Davidson Lands Conservancy	https://www.davidsonlands.org	53.0	89.0	82.0	92.0	5	OK				
North Carolina	Eno River Association	https://www.enoriver.org	37.0	93.0	79.0	100.0	4	OK	https://www.facebook.com/EnoRiverAssociation/	https://www.instagram.com/enoriver/	https://www.youtube.com/channel/UC7X45pOJr6jsjqEaltUCH7w	
North Carolina	Foothills Conservancy of North Carolina	https://foothillsconservancy.org	38.0	81.0	100.0	85.0	5	OK				
North Carolina	Highlands-Cashiers Land Trust	https://www.hicashlt.org					ERR	OK				
North Carolina	Mainspring Conservation Trust	https://www.mainspringconserves.org	40.0	89.0	100.0	92.0	5	OK	https://www.facebook.com/Mainspring-Conservation-Trust-43877218538/?ref=hl	https://www.instagram.com/mainspringconserves/		
North Carolina	New River Conservancy	https://newriverconservancy.org	56.0	93.0	100.0	100.0	4	OK	https://www.facebook.com/newriverconservancy	https://www.instagram.com/newriverconservancy/	https://www.youtube.com/@newriverconservancy6373/videos	
North Carolina	North Carolina Coastal Land Trust	https://www.coastallandtrust.org	58.0	79.0	93.0	69.0	7	OK				
North Carolina	Piedmont Land Conservancy	https://www.piedmontland.org	57.0	92.0	100.0	92.0	6	OK	https://www.facebook.com/piedmontland/	https://www.instagram.com/piedmontland/?hl=en	https://www.youtube.com/channel/UC9VrcON2XzFALQP4tV-K7Wg	
North Carolina	RiverLink	https://riverlink.org	62.0	84.0	96.0	92.0	8	OK	https://www.facebook.com/riverlink	https://www.instagram.com/river.link/	https://www.youtube.com/channel/UCiOZfkWSbKgnrflpKe42EcQ	
North Carolina	Southern Appalachian Highlands Conservancy	https://appalachian.org	58.0	82.0	96.0	85.0	9	OK	https://www.facebook.com/southernappalachianhighlandsconservancy	http://instagram.com/appalachian_org	https://www.youtube.com/channel/UCLGC2qU5opPEdqR8EPpPbSg	https://www.linkedin.com/company/southern-appalachian-highlands-conservancy?trk=cp_followed_name_southern-appalachian-highlands-conservancy
North Carolina	Tar River Land Conservancy	https://tarriverlandconservancy.org					ERR	ManualReview				
North Carolina	The Walthour-Moss Foundation	https://walthour-moss.org	50.0	73.0	79.0	92.0	4	OK	https://www.facebook.com/pages/The-Walthour-Moss-Foundation/80497192294	http://instagram.com/walthourmoss		
North Carolina	Three Rivers Land Trust	https://threeriverslandtrust.org	27.0	84.0	79.0	85.0	8	OK				
North Carolina	Triangle Land Conservancy	https://triangleland.org	36.0	81.0	82.0	85.0	7	OK	https://www.facebook.com/trianglelandconservancy/	https://www.instagram.com/trianglelandconservancy/	https://www.youtube.com/user/triangleland	https://www.linkedin.com/company/triangle-land-conservancy
